Type,Value,Stat,site,gs,CHANGE,includeCHANGE
sos,0.4325559569185169,P value,pinj,2013,-58,ns
sos,0.4325559569185169,P value,pinj,2014,34,ns
sos,0.4325559569185169,P value,pinj,2015,5,ns
sos,0.4325559569185169,P value,pinj,2016,-40,ns
sos,0.4325559569185169,P value,pinj,2017,-11,ns
sos,0.4325559569185169,P value,pinj,2019,84,ns
sos,0.649840947151682,P value,ping,1988,-7,ns
sos,0.649840947151682,P value,ping,1989,-1,ns
sos,0.649840947151682,P value,ping,1990,29,ns
sos,0.649840947151682,P value,ping,1991,-14,ns
sos,0.649840947151682,P value,ping,1992,-41,ns
sos,0.649840947151682,P value,ping,1993,-11,ns
sos,0.649840947151682,P value,ping,1994,15,ns
sos,0.649840947151682,P value,ping,1995,20,ns
sos,0.649840947151682,P value,ping,1996,47,ns
sos,0.649840947151682,P value,ping,1997,-48,ns
sos,0.649840947151682,P value,ping,1998,-3,ns
sos,0.649840947151682,P value,ping,1999,-22,ns
sos,0.649840947151682,P value,ping,2000,61,ns
sos,0.649840947151682,P value,ping,2001,-1,ns
sos,0.649840947151682,P value,ping,2002,-24,ns
sos,0.649840947151682,P value,ping,2003,-37,ns
sos,0.649840947151682,P value,ping,2004,18,ns
sos,0.649840947151682,P value,ping,2005,-38,ns
sos,0.649840947151682,P value,ping,2006,71,ns
sos,0.649840947151682,P value,ping,2007,10,ns
sos,0.649840947151682,P value,ping,2008,-34,ns
sos,0.649840947151682,P value,ping,2009,26,ns
sos,0.649840947151682,P value,ping,2010,65,ns
sos,0.649840947151682,P value,ping,2011,19,ns
sos,0.649840947151682,P value,ping,2012,37,ns
sos,0.649840947151682,P value,ping,2013,-6,ns
sos,0.649840947151682,P value,ping,2014,-12,ns
sos,0.649840947151682,P value,ping,2015,-46,ns
sos,0.649840947151682,P value,ping,2016,-48,ns
sos,0.649840947151682,P value,ping,2017,-64,ns
sos,0.649840947151682,P value,ping,2018,16,ns
sos,0.23404984859383865,P value,nilla,1990,-17,ns
sos,0.23404984859383865,P value,nilla,1995,0,ns
sos,0.23404984859383865,P value,nilla,1996,-87,ns
sos,0.23404984859383865,P value,nilla,1999,-33,ns
sos,0.23404984859383865,P value,nilla,2000,-15,ns
sos,0.23404984859383865,P value,nilla,2003,-14,ns
sos,0.23404984859383865,P value,nilla,2004,52,ns
sos,0.23404984859383865,P value,nilla,2005,-101,ns
sos,0.23404984859383865,P value,nilla,2007,-43,ns
sos,0.23404984859383865,P value,nilla,2008,82,ns
sos,0.23404984859383865,P value,nilla,2009,47,ns
sos,0.23404984859383865,P value,nilla,2011,91,ns
sos,0.23404984859383865,P value,nilla,2012,82,ns
sos,0.23404984859383865,P value,nilla,2013,-84,ns
sos,0.23404984859383865,P value,nilla,2014,-32,ns
sos,0.23404984859383865,P value,nilla,2015,31,ns
sos,0.23404984859383865,P value,nilla,2017,-46,ns
sos,0.23404984859383865,P value,nilla,2018,70,ns
sos,0.04508592105403345,P value,mtca,1988,-43,sig
sos,0.04508592105403345,P value,mtca,1989,-21,sig
sos,0.04508592105403345,P value,mtca,1990,-31,sig
sos,0.04508592105403345,P value,mtca,1991,20,sig
sos,0.04508592105403345,P value,mtca,1993,-4,sig
sos,0.04508592105403345,P value,mtca,1994,-3,sig
sos,0.04508592105403345,P value,mtca,1995,-11,sig
sos,0.04508592105403345,P value,mtca,1996,-10,sig
sos,0.04508592105403345,P value,mtca,1997,-27,sig
sos,0.04508592105403345,P value,mtca,1998,-24,sig
sos,0.04508592105403345,P value,mtca,1999,-19,sig
sos,0.04508592105403345,P value,mtca,2000,14,sig
sos,0.04508592105403345,P value,mtca,2001,-12,sig
sos,0.04508592105403345,P value,mtca,2002,7,sig
sos,0.04508592105403345,P value,mtca,2003,-16,sig
sos,0.04508592105403345,P value,mtca,2004,8,sig
sos,0.04508592105403345,P value,mtca,2005,-35,sig
sos,0.04508592105403345,P value,mtca,2006,51,sig
sos,0.04508592105403345,P value,mtca,2007,33,sig
sos,0.04508592105403345,P value,mtca,2008,-13,sig
sos,0.04508592105403345,P value,mtca,2009,25,sig
sos,0.04508592105403345,P value,mtca,2010,29,sig
sos,0.04508592105403345,P value,mtca,2011,16,sig
sos,0.04508592105403345,P value,mtca,2012,39,sig
sos,0.04508592105403345,P value,mtca,2013,13,sig
sos,0.04508592105403345,P value,mtca,2014,-25,sig
sos,0.04508592105403345,P value,mtca,2015,16,sig
sos,0.04508592105403345,P value,mtca,2016,-61,sig
sos,0.04508592105403345,P value,mtca,2017,32,sig
sos,0.04508592105403345,P value,mtca,2018,13,sig
sos,0.04687913272441251,P value,msum,1985,-21,sig
sos,0.04687913272441251,P value,msum,1986,-24,sig
sos,0.04687913272441251,P value,msum,1987,-17,sig
sos,0.04687913272441251,P value,msum,1988,-24,sig
sos,0.04687913272441251,P value,msum,1989,-5,sig
sos,0.04687913272441251,P value,msum,1990,6,sig
sos,0.04687913272441251,P value,msum,1991,1,sig
sos,0.04687913272441251,P value,msum,1992,3,sig
sos,0.04687913272441251,P value,msum,1993,9,sig
sos,0.04687913272441251,P value,msum,1994,-7,sig
sos,0.04687913272441251,P value,msum,1995,-5,sig
sos,0.04687913272441251,P value,msum,1996,9,sig
sos,0.04687913272441251,P value,msum,1997,13,sig
sos,0.04687913272441251,P value,msum,1998,-11,sig
sos,0.04687913272441251,P value,msum,1999,2,sig
sos,0.04687913272441251,P value,msum,2000,11,sig
sos,0.04687913272441251,P value,msum,2001,-10,sig
sos,0.04687913272441251,P value,msum,2002,11,sig
sos,0.04687913272441251,P value,msum,2003,0,sig
sos,0.04687913272441251,P value,msum,2004,4,sig
sos,0.04687913272441251,P value,msum,2005,1,sig
sos,0.04687913272441251,P value,msum,2006,-4,sig
sos,0.04687913272441251,P value,msum,2007,-1,sig
sos,0.04687913272441251,P value,msum,2008,8,sig
sos,0.04687913272441251,P value,msum,2009,7,sig
sos,0.04687913272441251,P value,msum,2010,-6,sig
sos,0.04687913272441251,P value,msum,2011,6,sig
sos,0.04687913272441251,P value,msum,2012,-7,sig
sos,0.04687913272441251,P value,msum,2013,30,sig
sos,0.04687913272441251,P value,msum,2014,-6,sig
sos,0.04687913272441251,P value,msum,2015,1,sig
sos,0.04687913272441251,P value,msum,2016,2,sig
sos,0.04687913272441251,P value,msum,2017,-16,sig
sos,0.04687913272441251,P value,msum,2018,1,sig
sos,0.7565713745478981,P value,msla,1985,10,ns
sos,0.7565713745478981,P value,msla,1986,-23,ns
sos,0.7565713745478981,P value,msla,1987,-23,ns
sos,0.7565713745478981,P value,msla,1988,31,ns
sos,0.7565713745478981,P value,msla,1989,-56,ns
sos,0.7565713745478981,P value,msla,1991,10,ns
sos,0.7565713745478981,P value,msla,1992,4,ns
sos,0.7565713745478981,P value,msla,1993,13,ns
sos,0.7565713745478981,P value,msla,1994,-1,ns
sos,0.7565713745478981,P value,msla,1995,14,ns
sos,0.7565713745478981,P value,msla,1996,10,ns
sos,0.7565713745478981,P value,msla,1997,32,ns
sos,0.7565713745478981,P value,msla,1998,15,ns
sos,0.7565713745478981,P value,msla,1999,3,ns
sos,0.7565713745478981,P value,msla,2000,-5,ns
sos,0.7565713745478981,P value,msla,2001,-4,ns
sos,0.7565713745478981,P value,msla,2002,1,ns
sos,0.7565713745478981,P value,msla,2003,4,ns
sos,0.7565713745478981,P value,msla,2004,-10,ns
sos,0.7565713745478981,P value,msla,2005,-55,ns
sos,0.7565713745478981,P value,msla,2006,-35,ns
sos,0.7565713745478981,P value,msla,2007,-3,ns
sos,0.7565713745478981,P value,msla,2008,-2,ns
sos,0.7565713745478981,P value,msla,2009,7,ns
sos,0.7565713745478981,P value,msla,2010,35,ns
sos,0.7565713745478981,P value,msla,2011,27,ns
sos,0.7565713745478981,P value,msla,2012,-8,ns
sos,0.7565713745478981,P value,msla,2013,-9,ns
sos,0.7565713745478981,P value,msla,2014,-5,ns
sos,0.7565713745478981,P value,msla,2015,-35,ns
sos,0.7565713745478981,P value,msla,2016,-17,ns
sos,0.7565713745478981,P value,msla,2017,1,ns
sos,0.7565713745478981,P value,msla,2018,7,ns
sos,0.6440170027084051,P value,mitch,1989,27,ns
sos,0.6440170027084051,P value,mitch,1990,60,ns
sos,0.6440170027084051,P value,mitch,1991,-7,ns
sos,0.6440170027084051,P value,mitch,1992,25,ns
sos,0.6440170027084051,P value,mitch,1993,28,ns
sos,0.6440170027084051,P value,mitch,1994,6,ns
sos,0.6440170027084051,P value,mitch,1997,-7,ns
sos,0.6440170027084051,P value,mitch,1998,-48,ns
sos,0.6440170027084051,P value,mitch,1999,-75,ns
sos,0.6440170027084051,P value,mitch,2000,-61,ns
sos,0.6440170027084051,P value,mitch,2003,24,ns
sos,0.6440170027084051,P value,mitch,2004,-20,ns
sos,0.6440170027084051,P value,mitch,2005,156,ns
sos,0.6440170027084051,P value,mitch,2006,49,ns
sos,0.6440170027084051,P value,mitch,2007,19,ns
sos,0.6440170027084051,P value,mitch,2008,-39,ns
sos,0.6440170027084051,P value,mitch,2009,-33,ns
sos,0.6440170027084051,P value,mitch,2010,-10,ns
sos,0.6440170027084051,P value,mitch,2011,-75,ns
sos,0.6440170027084051,P value,mitch,2012,-7,ns
sos,0.6440170027084051,P value,mitch,2013,45,ns
sos,0.6440170027084051,P value,mitch,2014,-3,ns
sos,0.6440170027084051,P value,mitch,2017,-30,ns
sos,0.6440170027084051,P value,mitch,2018,30,ns
sos,0.6440170027084051,P value,mitch,2019,5,ns
sos,0.30630647445870934,P value,mcla,1985,-41,ns
sos,0.30630647445870934,P value,mcla,1986,-4,ns
sos,0.30630647445870934,P value,mcla,1987,40,ns
sos,0.30630647445870934,P value,mcla,1988,-56,ns
sos,0.30630647445870934,P value,mcla,1989,2,ns
sos,0.30630647445870934,P value,mcla,1990,-95,ns
sos,0.30630647445870934,P value,mcla,1991,20,ns
sos,0.30630647445870934,P value,mcla,1992,1,ns
sos,0.30630647445870934,P value,mcla,1993,6,ns
sos,0.30630647445870934,P value,mcla,1994,20,ns
sos,0.30630647445870934,P value,mcla,1995,-8,ns
sos,0.30630647445870934,P value,mcla,1996,16,ns
sos,0.30630647445870934,P value,mcla,1997,-20,ns
sos,0.30630647445870934,P value,mcla,1998,-26,ns
sos,0.30630647445870934,P value,mcla,1999,17,ns
sos,0.30630647445870934,P value,mcla,2000,-25,ns
sos,0.30630647445870934,P value,mcla,2001,0,ns
sos,0.30630647445870934,P value,mcla,2002,-50,ns
sos,0.30630647445870934,P value,mcla,2003,-7,ns
sos,0.30630647445870934,P value,mcla,2004,37,ns
sos,0.30630647445870934,P value,mcla,2005,-11,ns
sos,0.30630647445870934,P value,mcla,2006,17,ns
sos,0.30630647445870934,P value,mcla,2007,36,ns
sos,0.30630647445870934,P value,mcla,2008,34,ns
sos,0.30630647445870934,P value,mcla,2009,1,ns
sos,0.30630647445870934,P value,mcla,2010,20,ns
sos,0.30630647445870934,P value,mcla,2011,-36,ns
sos,0.30630647445870934,P value,mcla,2012,31,ns
sos,0.30630647445870934,P value,mcla,2013,4,ns
sos,0.30630647445870934,P value,mcla,2014,68,ns
sos,0.30630647445870934,P value,mcla,2015,-63,ns
sos,0.30630647445870934,P value,mcla,2016,-45,ns
sos,0.30630647445870934,P value,mcla,2017,-11,ns
sos,0.30630647445870934,P value,mcla,2018,7,ns
sos,0.30630647445870934,P value,mcla,2019,19,ns
sos,0.10241175595349973,P value,mcdan,1991,-63,ns
sos,0.10241175595349973,P value,mcdan,1994,10,ns
sos,0.10241175595349973,P value,mcdan,1997,-46,ns
sos,0.10241175595349973,P value,mcdan,1999,-35,ns
sos,0.10241175595349973,P value,mcdan,2000,-55,ns
sos,0.10241175595349973,P value,mcdan,2001,-32,ns
sos,0.10241175595349973,P value,mcdan,2002,-41,ns
sos,0.10241175595349973,P value,mcdan,2003,16,ns
sos,0.10241175595349973,P value,mcdan,2004,35,ns
sos,0.10241175595349973,P value,mcdan,2005,38,ns
sos,0.10241175595349973,P value,mcdan,2006,29,ns
sos,0.10241175595349973,P value,mcdan,2007,25,ns
sos,0.10241175595349973,P value,mcdan,2008,33,ns
sos,0.10241175595349973,P value,mcdan,2009,15,ns
sos,0.10241175595349973,P value,mcdan,2010,24,ns
sos,0.10241175595349973,P value,mcdan,2011,41,ns
sos,0.10241175595349973,P value,mcdan,2013,12,ns
sos,0.10241175595349973,P value,mcdan,2014,3,ns
sos,0.10241175595349973,P value,mcdan,2015,7,ns
sos,0.10241175595349973,P value,mcdan,2016,6,ns
sos,0.10241175595349973,P value,mcdan,2017,-41,ns
sos,0.10241175595349973,P value,mcdan,2018,-26,ns
sos,0.7862367211127576,P value,marc,1987,25,ns
sos,0.7862367211127576,P value,marc,1988,-28,ns
sos,0.7862367211127576,P value,marc,1989,-2,ns
sos,0.7862367211127576,P value,marc,1990,-53,ns
sos,0.7862367211127576,P value,marc,1991,-67,ns
sos,0.7862367211127576,P value,marc,1993,-39,ns
sos,0.7862367211127576,P value,marc,1996,40,ns
sos,0.7862367211127576,P value,marc,1997,25,ns
sos,0.7862367211127576,P value,marc,1998,-12,ns
sos,0.7862367211127576,P value,marc,1999,-13,ns
sos,0.7862367211127576,P value,marc,2000,0,ns
sos,0.7862367211127576,P value,marc,2001,63,ns
sos,0.7862367211127576,P value,marc,2002,38,ns
sos,0.7862367211127576,P value,marc,2003,63,ns
sos,0.7862367211127576,P value,marc,2004,19,ns
sos,0.7862367211127576,P value,marc,2005,28,ns
sos,0.7862367211127576,P value,marc,2006,67,ns
sos,0.7862367211127576,P value,marc,2007,9,ns
sos,0.7862367211127576,P value,marc,2008,-4,ns
sos,0.7862367211127576,P value,marc,2010,-52,ns
sos,0.7862367211127576,P value,marc,2011,-17,ns
sos,0.7862367211127576,P value,marc,2013,-48,ns
sos,0.7862367211127576,P value,marc,2014,23,ns
sos,0.7862367211127576,P value,marc,2016,-67,ns
sos,0.7862367211127576,P value,marc,2019,-38,ns
sos,0.7548112650503812,P value,lubb,1986,5,ns
sos,0.7548112650503812,P value,lubb,1992,-24,ns
sos,0.7548112650503812,P value,lubb,1994,6,ns
sos,0.7548112650503812,P value,lubb,1995,44,ns
sos,0.7548112650503812,P value,lubb,1996,22,ns
sos,0.7548112650503812,P value,lubb,1997,-23,ns
sos,0.7548112650503812,P value,lubb,1998,120,ns
sos,0.7548112650503812,P value,lubb,1999,-13,ns
sos,0.7548112650503812,P value,lubb,2000,-10,ns
sos,0.7548112650503812,P value,lubb,2001,-57,ns
sos,0.7548112650503812,P value,lubb,2002,-2,ns
sos,0.7548112650503812,P value,lubb,2003,3,ns
sos,0.7548112650503812,P value,lubb,2004,-28,ns
sos,0.7548112650503812,P value,lubb,2005,-101,ns
sos,0.7548112650503812,P value,lubb,2006,117,ns
sos,0.7548112650503812,P value,lubb,2007,-51,ns
sos,0.7548112650503812,P value,lubb,2008,24,ns
sos,0.7548112650503812,P value,lubb,2009,7,ns
sos,0.7548112650503812,P value,lubb,2010,-14,ns
sos,0.7548112650503812,P value,lubb,2013,45,ns
sos,0.7548112650503812,P value,lubb,2014,23,ns
sos,0.7548112650503812,P value,lubb,2015,-12,ns
sos,0.7548112650503812,P value,lubb,2016,-33,ns
sos,0.7548112650503812,P value,lubb,2017,-38,ns
sos,0.7548112650503812,P value,lubb,2018,31,ns
sos,0.6307967517674703,P value,look,1985,7,ns
sos,0.6307967517674703,P value,look,1986,-7,ns
sos,0.6307967517674703,P value,look,1987,-22,ns
sos,0.6307967517674703,P value,look,1988,5,ns
sos,0.6307967517674703,P value,look,1989,-5,ns
sos,0.6307967517674703,P value,look,1990,-10,ns
sos,0.6307967517674703,P value,look,1991,14,ns
sos,0.6307967517674703,P value,look,1992,-49,ns
sos,0.6307967517674703,P value,look,1993,6,ns
sos,0.6307967517674703,P value,look,1994,-3,ns
sos,0.6307967517674703,P value,look,1995,-9,ns
sos,0.6307967517674703,P value,look,1996,-3,ns
sos,0.6307967517674703,P value,look,1997,3,ns
sos,0.6307967517674703,P value,look,1998,5,ns
sos,0.6307967517674703,P value,look,1999,36,ns
sos,0.6307967517674703,P value,look,2000,3,ns
sos,0.6307967517674703,P value,look,2001,-16,ns
sos,0.6307967517674703,P value,look,2002,14,ns
sos,0.6307967517674703,P value,look,2003,0,ns
sos,0.6307967517674703,P value,look,2004,-12,ns
sos,0.6307967517674703,P value,look,2005,-19,ns
sos,0.6307967517674703,P value,look,2006,5,ns
sos,0.6307967517674703,P value,look,2007,0,ns
sos,0.6307967517674703,P value,look,2008,39,ns
sos,0.6307967517674703,P value,look,2009,9,ns
sos,0.6307967517674703,P value,look,2010,13,ns
sos,0.6307967517674703,P value,look,2011,30,ns
sos,0.6307967517674703,P value,look,2013,-6,ns
sos,0.6307967517674703,P value,look,2014,-11,ns
sos,0.6307967517674703,P value,look,2015,-107,ns
sos,0.6307967517674703,P value,look,2016,-22,ns
sos,0.6307967517674703,P value,look,2017,10,ns
sos,0.6307967517674703,P value,look,2018,-10,ns
sos,0.012984327915381014,P value,lead,1993,15,sig
sos,0.012984327915381014,P value,lead,1999,11,sig
sos,0.012984327915381014,P value,lead,2000,3,sig
sos,0.012984327915381014,P value,lead,2001,11,sig
sos,0.012984327915381014,P value,lead,2002,7,sig
sos,0.012984327915381014,P value,lead,2003,19,sig
sos,0.012984327915381014,P value,lead,2004,-7,sig
sos,0.012984327915381014,P value,lead,2005,-5,sig
sos,0.012984327915381014,P value,lead,2006,2,sig
sos,0.012984327915381014,P value,lead,2007,19,sig
sos,0.012984327915381014,P value,lead,2008,-44,sig
sos,0.012984327915381014,P value,lead,2009,7,sig
sos,0.012984327915381014,P value,lead,2010,20,sig
sos,0.012984327915381014,P value,lead,2011,1,sig
sos,0.012984327915381014,P value,lead,2013,2,sig
sos,0.012984327915381014,P value,lead,2014,-10,sig
sos,0.012984327915381014,P value,lead,2015,-39,sig
sos,0.012984327915381014,P value,lead,2016,-31,sig
sos,0.012984327915381014,P value,lead,2017,-4,sig
sos,0.012984327915381014,P value,lead,2018,-19,sig
sos,0.4587174435504878,P value,lancaster,1988,9,ns
sos,0.4587174435504878,P value,lancaster,1999,6,ns
sos,0.4587174435504878,P value,lancaster,2000,-17,ns
sos,0.4587174435504878,P value,lancaster,2001,17,ns
sos,0.4587174435504878,P value,lancaster,2014,-28,ns
sos,0.4587174435504878,P value,lancaster,2015,19,ns
sos,0.4587174435504878,P value,lancaster,2016,-10,ns
sos,0.4587174435504878,P value,lancaster,2017,18,ns
sos,0.4587174435504878,P value,lancaster,2018,-31,ns
sos,0.49797298985679983,P value,lake,1986,-11,ns
sos,0.49797298985679983,P value,lake,1987,-4,ns
sos,0.49797298985679983,P value,lake,1988,6,ns
sos,0.49797298985679983,P value,lake,1989,13,ns
sos,0.49797298985679983,P value,lake,1990,3,ns
sos,0.49797298985679983,P value,lake,1991,-8,ns
sos,0.49797298985679983,P value,lake,1992,3,ns
sos,0.49797298985679983,P value,lake,1994,-23,ns
sos,0.49797298985679983,P value,lake,1995,3,ns
sos,0.49797298985679983,P value,lake,1997,-9,ns
sos,0.49797298985679983,P value,lake,1999,-12,ns
sos,0.49797298985679983,P value,lake,2000,21,ns
sos,0.49797298985679983,P value,lake,2001,4,ns
sos,0.49797298985679983,P value,lake,2002,8,ns
sos,0.49797298985679983,P value,lake,2003,3,ns
sos,0.49797298985679983,P value,lake,2004,2,ns
sos,0.49797298985679983,P value,lake,2005,-6,ns
sos,0.49797298985679983,P value,lake,2006,0,ns
sos,0.49797298985679983,P value,lake,2007,-5,ns
sos,0.49797298985679983,P value,lake,2008,13,ns
sos,0.49797298985679983,P value,lake,2009,-4,ns
sos,0.49797298985679983,P value,lake,2010,1,ns
sos,0.49797298985679983,P value,lake,2011,2,ns
sos,0.49797298985679983,P value,lake,2012,-18,ns
sos,0.49797298985679983,P value,lake,2013,-12,ns
sos,0.49797298985679983,P value,lake,2014,16,ns
sos,0.49797298985679983,P value,lake,2015,-10,ns
sos,0.49797298985679983,P value,lake,2016,-10,ns
sos,0.49797298985679983,P value,lake,2017,-12,ns
sos,0.49797298985679983,P value,lake,2018,-5,ns
sos,0.005540449743984416,P value,lagoas,1985,63,sig
sos,0.005540449743984416,P value,lagoas,1986,104,sig
sos,0.005540449743984416,P value,lagoas,1999,-46,sig
sos,0.005540449743984416,P value,lagoas,2000,15,sig
sos,0.005540449743984416,P value,lagoas,2001,47,sig
sos,0.005540449743984416,P value,lagoas,2002,-8,sig
sos,0.005540449743984416,P value,lagoas,2004,185,sig
sos,0.005540449743984416,P value,lagoas,2005,17,sig
sos,0.005540449743984416,P value,lagoas,2006,45,sig
sos,0.005540449743984416,P value,lagoas,2007,12,sig
sos,0.005540449743984416,P value,lagoas,2008,35,sig
sos,0.005540449743984416,P value,lagoas,2009,23,sig
sos,0.005540449743984416,P value,lagoas,2010,-47,sig
sos,0.005540449743984416,P value,lagoas,2011,6,sig
sos,0.005540449743984416,P value,lagoas,2012,-46,sig
sos,0.005540449743984416,P value,lagoas,2013,2,sig
sos,0.005540449743984416,P value,lagoas,2016,-69,sig
sos,0.005540449743984416,P value,lagoas,2017,-56,sig
sos,0.005540449743984416,P value,lagoas,2018,-37,sig
sos,0.005540449743984416,P value,lagoas,2019,-47,sig
sos,0.06927988285441622,P value,konz,1986,-4,ns
sos,0.06927988285441622,P value,konz,1987,-7,ns
sos,0.06927988285441622,P value,konz,1988,6,ns
sos,0.06927988285441622,P value,konz,1991,35,ns
sos,0.06927988285441622,P value,konz,1993,-4,ns
sos,0.06927988285441622,P value,konz,1995,-1,ns
sos,0.06927988285441622,P value,konz,1996,4,ns
sos,0.06927988285441622,P value,konz,1997,-16,ns
sos,0.06927988285441622,P value,konz,1999,-1,ns
sos,0.06927988285441622,P value,konz,2000,-2,ns
sos,0.06927988285441622,P value,konz,2001,1,ns
sos,0.06927988285441622,P value,konz,2002,-2,ns
sos,0.06927988285441622,P value,konz,2003,6,ns
sos,0.06927988285441622,P value,konz,2004,-6,ns
sos,0.06927988285441622,P value,konz,2005,1,ns
sos,0.06927988285441622,P value,konz,2006,8,ns
sos,0.06927988285441622,P value,konz,2007,11,ns
sos,0.06927988285441622,P value,konz,2008,8,ns
sos,0.06927988285441622,P value,konz,2009,-8,ns
sos,0.06927988285441622,P value,konz,2010,-9,ns
sos,0.06927988285441622,P value,konz,2011,-11,ns
